report_id,date,site,department,report_type,narrative,sif_label,lsr_ground_truth
RPT-2023-0331,2023-10-24,Dibrugarh Drilling,Civil Engineering,Unsafe Act,Temporary cable crossing ground-level in pedestrian area without ramp. Cable ramp fitted.,0,None
RPT-2023-0425,2023-12-05,Jorhat Well Pad,Civil Engineering,Near Miss,Waste segregation not followed — non-hazardous waste disposed in hazardous bin.,0,None
RPT-2024-0276,2024-01-19,Barauni Pipeline,Drilling Operations,Unsafe Act,Fire exit sign lamp found to be non-functional in Block C. Maintenance work order raised.,0,None
RPT-2023-0326,2023-10-09,Numaligarh Refinery,HSSE Department,Unsafe Condition,Waste segregation not followed — non-hazardous waste disposed in hazardous bin.,0,None
RPT-2024-0250,2024-10-29,Barauni Pipeline,Mechanical Maintenance,Unsafe Condition,Grease found on floor near lathe in maintenance workshop. Cleaned and root cause: lubrication over-applied.,0,None
RPT-2023-0467,2023-01-06,Dibrugarh Drilling,Civil Engineering,Unsafe Act,Minor paint defect on handrail — does not affect structural integrity. Cosmetic repair scheduled.,0,None
RPT-2023-0217,2023-04-17,Barauni Pipeline,Refinery Operations,Unsafe Condition,Generator fuel cap found missing — temporary cap applied and procurement raised.,0,None
RPT-2025-0197,2025-03-03,Numaligarh Refinery,Drilling Operations,Unsafe Condition,"During pig launching from a pipeline, a worker stood directly in front of the launcher barrel. The pig was ejected unexpectedly due to a valve sequencing error, narrowly missing the worker. Shift handover had just occurred.",1,Line of Fire
RPT-2023-0295,2023-10-20,Guwahati Terminal,Drilling Operations,Near Miss,"Worker tripped on threshold at workshop entrance. Minor bruising, no lost time. Area marked.",0,None
RPT-2023-0071,2023-11-18,Jorhat Well Pad,HSSE Department,Near Miss,Rigging crew used a damaged wire sling with a visible kink and broken strands to lift a generator set. The sling failed mid-lift dropping the load onto the crane outrigger. Banksman was not in position. Worker was new to the site.,1,Safe Mechanical Lifting
RPT-2024-0454,2024-05-01,Dibrugarh Drilling,Drilling Operations,Near Miss,Minor paint defect on handrail — does not affect structural integrity. Cosmetic repair scheduled.,0,None
RPT-2024-0215,2024-07-29,Guwahati Terminal,Pipeline Maintenance,Unsafe Condition,Waste oil drum stored without bung cap in laydown area. Cap fitted and drum moved to bunded area.,0,None
RPT-2024-0488,2024-06-02,Digboi Pumping Station,Drilling Operations,Near Miss,Worn PPE — gloves with minor tear in use. Worker issued replacement gloves.,0,None
RPT-2023-0262,2023-07-16,Barauni Pipeline,Refinery Operations,Unsafe Act,Office ergonomics issue — monitor at incorrect height causing neck strain. Adjusted.,0,None
RPT-2025-0073,2025-02-05,Numaligarh Refinery,HSSE Department,Unsafe Condition,"Maintenance crew commenced work on a heat exchanger without a valid permit to work. The permit had expired the previous day. Line isolation was not verified. Hot oil at 180°C was released when a flange was broken, burning one worker's hand. The job was being rushed to meet a deadline.",1,Work Authorisation
RPT-2023-0356,2023-11-12,Duliajan Field,Civil Engineering,Unsafe Act,Stacked materials in laydown area exceeded maximum stacking height. Re-stacked to safe height.,0,None
RPT-2024-0192,2024-03-31,Barauni Pipeline,Mechanical Maintenance,Unsafe Act,"Worker was standing in the line of fire while a hydraulic hose was being pressurised. The hose connection failed at 120 bar, ejecting the fitting at high velocity past the worker's face. No exclusion zone had been established. Supervision was absent at the time.",1,Line of Fire
RPT-2024-0094,2024-02-08,Duliajan Field,Pipeline Maintenance,Near Miss,Fire and gas detector was found to have been inhibited for 72 hours without a formal bypass permit. A gas leak occurred during the inhibited period and was not detected for over 2 hours.,1,Bypassing Safety Controls
RPT-2023-0060,2023-04-16,Guwahati Terminal,Electrical Maintenance,Incident,A crane wire sling failed while lifting a wellhead valve. The load fell 3 metres and struck a worker who was standing within the exclusion zone. The sling was past its rated inspection date. The job was being rushed to meet a deadline.,1,Line of Fire
RPT-2023-0157,2023-09-02,Digboi Pumping Station,Wellhead Services,Incident,A 20kg tool bag was dropped from a scaffolding platform at 8 metres height while handing over tools. A worker below was struck on the shoulder despite a hard-hat area being declared. No tool tethering or toe-boards were installed on the platform. The job was being rushed to meet a deadline.,1,Line of Fire
RPT-2025-0123,2025-06-08,Sibsagar Wellhead,Pipeline Maintenance,Incident,Welder commenced cutting operations on a pipeline section adjacent to an active flare stack. No hot work permit was issued for the zone. Gas detector readings were not taken before work began. A flash fire occurred when escaping gas ignited from the welding sparks. The job was being rushed to meet a deadline.,1,Hot Work
RPT-2025-0061,2025-06-04,Numaligarh Refinery,Refinery Operations,Incident,Grinding work was performed within 15 metres of an open hydrocarbon drain without a hot work permit. No fire watcher was assigned. A spark ignited a pool of oil on the ground causing a small fire. The area was poorly lit.,1,Hot Work
RPT-2024-0455,2024-07-10,Duliajan Field,Refinery Operations,Near Miss,Near miss: toolbox slipped from bench and fell on floor — no one injured.,0,None
RPT-2024-0069,2024-01-30,Barauni Pipeline,HSSE Department,Unsafe Act,Process operator bypassed a high-pressure interlock on a separator vessel to avoid a shutdown. No management of change was completed. Pressure exceeded design limits causing a gasket failure.,1,Bypassing Safety Controls
RPT-2025-0441,2025-04-17,Duliajan Field,Drilling Operations,Unsafe Condition,Generator fuel cap found missing — temporary cap applied and procurement raised.,0,None
RPT-2025-0044,2025-05-23,Numaligarh Refinery,Drilling Operations,Incident,Driver reversed a loaded tanker truck without a banksman in a congested yard. Reversing camera was defective. The truck reversed into a worker standing behind the vehicle. Worker was new to the site.,1,Driving
RPT-2024-0303,2024-09-21,Digboi Pumping Station,HSSE Department,Unsafe Condition,Housekeeping issue in the tool store — tools not returned to designated racks after shift.,0,None
RPT-2024-0489,2024-12-19,Jorhat Well Pad,Pipeline Maintenance,Near Miss,Contractor vehicle observed speeding at 55 km/h in 40 km/h zone. Driver spoken to.,0,None
RPT-2025-0153,2025-06-19,Numaligarh Refinery,Pipeline Maintenance,Unsafe Condition,Process operator bypassed a high-pressure interlock on a separator vessel to avoid a shutdown. No management of change was completed. Pressure exceeded design limits causing a gasket failure. The job was being rushed to meet a deadline.,1,Bypassing Safety Controls
RPT-2024-0470,2024-07-21,Jorhat Well Pad,Mechanical Maintenance,Near Miss,PPE not worn correctly — hard hat tilted at angle instead of level. Reminded and corrected on site.,0,None
RPT-2023-0362,2023-08-01,Guwahati Terminal,Civil Engineering,Unsafe Condition,Near miss: toolbox slipped from bench and fell on floor — no one injured.,0,None
RPT-2024-0345,2024-01-10,Duliajan Field,Electrical Maintenance,Unsafe Act,Low tyre pressure observed on field vehicle FV-047. Tyre inflated to specification.,0,None
RPT-2023-0417,2023-08-28,Guwahati Terminal,Mechanical Maintenance,Unsafe Act,Emergency eye wash station found blocked by stored materials. Cleared immediately.,0,None
RPT-2023-0089,2023-07-31,Digboi Pumping Station,Electrical Maintenance,Incident,Workers broke into a pressurised line without waiting for permit approval. The supervisor had verbally approved the work but no written permit was raised. An injury resulted from a sudden release of pressure.,1,Work Authorisation
RPT-2025-0317,2025-03-22,Numaligarh Refinery,Wellhead Services,Near Miss,Worker observed not wearing hi-vis vest in a designated PPE zone. Verbal warning issued.,0,None
RPT-2024-0463,2024-01-20,Digboi Pumping Station,Refinery Operations,Unsafe Condition,Drip tray under sampling point full — oil beginning to overflow. Emptied and disposal arranged.,0,None
RPT-2024-0433,2024-05-24,Sibsagar Wellhead,Pipeline Maintenance,Near Miss,Minor leak from pump mechanical seal — drip rate 2 drops/minute. Defect raised for next maintenance window.,0,None
RPT-2025-0181,2025-04-05,Dibrugarh Drilling,Mechanical Maintenance,Incident,Worker climbed to the top of a 12-metre storage tank to inspect vent valves without wearing a safety harness. There were no guardrails on the tank roof. Wind speed was 35 km/h. Worker lost footing and was saved by another worker grabbing his arm. Supervision was absent at the time.,1,Working at Height
RPT-2023-0179,2023-10-30,Guwahati Terminal,Electrical Maintenance,Unsafe Act,Welder commenced cutting operations on a pipeline section adjacent to an active flare stack. No hot work permit was issued for the zone. Gas detector readings were not taken before work began. A flash fire occurred when escaping gas ignited from the welding sparks.,1,Hot Work
RPT-2025-0462,2025-03-13,Sibsagar Wellhead,Civil Engineering,Unsafe Act,Low tyre pressure observed on field vehicle FV-047. Tyre inflated to specification.,0,None
RPT-2023-0301,2023-12-02,Dibrugarh Drilling,HSSE Department,Unsafe Condition,Waste oil drum stored without bung cap in laydown area. Cap fitted and drum moved to bunded area.,0,None
RPT-2024-0201,2024-06-22,Jorhat Well Pad,Pipeline Maintenance,Unsafe Condition,Worn PPE — gloves with minor tear in use. Worker issued replacement gloves.,0,None
RPT-2025-0313,2025-05-23,Jorhat Well Pad,Civil Engineering,Unsafe Act,Handrail section loose on staircase to mezzanine floor. Work order raised for repair.,0,None
RPT-2023-0199,2023-01-16,Guwahati Terminal,Wellhead Services,Near Miss,Electrical technician was working on a 415V motor control panel without lockout tagout. Panel door was left open with live busbars exposed. A nearby worker accidentally touched an energised conductor and received a severe electric shock. No isolation certificate was in place. The area was poorly lit.,1,Energy Isolation
RPT-2023-0306,2023-08-30,Guwahati Terminal,Mechanical Maintenance,Unsafe Act,Vehicle check-list not signed by driver before departure. Driver reminded of pre-trip inspection requirement.,0,None
RPT-2023-0161,2023-06-08,Jorhat Well Pad,Civil Engineering,Near Miss,Workers broke into a pressurised line without waiting for permit approval. The supervisor had verbally approved the work but no written permit was raised. An injury resulted from a sudden release of pressure. The job was being rushed to meet a deadline.,1,Work Authorisation
RPT-2023-0495,2023-04-29,Numaligarh Refinery,Mechanical Maintenance,Unsafe Act,Safety briefing board in drilling contractor camp had wrong emergency contact numbers. Corrected.,0,None
RPT-2023-0271,2023-05-22,Dibrugarh Drilling,Drilling Operations,Unsafe Condition,Worn PPE — gloves with minor tear in use. Worker issued replacement gloves.,0,None
RPT-2023-0251,2023-06-04,Duliajan Field,Civil Engineering,Unsafe Act,"Worker tripped on threshold at workshop entrance. Minor bruising, no lost time. Area marked.",0,None
RPT-2023-0442,2023-03-11,Numaligarh Refinery,Drilling Operations,Unsafe Act,Safety briefing board in drilling contractor camp had wrong emergency contact numbers. Corrected.,0,None
RPT-2024-0344,2024-03-17,Numaligarh Refinery,HSSE Department,Unsafe Condition,Temporary cable crossing ground-level in pedestrian area without ramp. Cable ramp fitted.,0,None
RPT-2023-0135,2023-03-03,Numaligarh Refinery,HSSE Department,Near Miss,Grinding work was performed within 15 metres of an open hydrocarbon drain without a hot work permit. No fire watcher was assigned. A spark ignited a pool of oil on the ground causing a small fire.,1,Hot Work
RPT-2024-0059,2024-01-09,Duliajan Field,Mechanical Maintenance,Unsafe Act,"During scheduled maintenance on a pump, operator started the motor remotely while another worker had hands inside the rotating assembly. No lockout was applied. Worker's fingers were caught in the impeller. Shift handover had just occurred.",1,Energy Isolation
RPT-2024-0235,2024-08-12,Digboi Pumping Station,Electrical Maintenance,Unsafe Condition,Calibration sticker found expired on pressure gauge PG-214. Instrument sent for calibration.,0,None
RPT-2023-0101,2023-06-21,Jorhat Well Pad,Refinery Operations,Incident,Worker climbed to the top of a 12-metre storage tank to inspect vent valves without wearing a safety harness. There were no guardrails on the tank roof. Wind speed was 35 km/h. Worker lost footing and was saved by another worker grabbing his arm. Shift handover had just occurred.,1,Working at Height
RPT-2023-0167,2023-05-30,Barauni Pipeline,Electrical Maintenance,Near Miss,Lifting operation was performed without a valid lifting plan or pre-lift inspection of rigging gear. The shackle pin was found to be unscrewed partway through the lift. Load dropped 2 metres. Supervision was absent at the time.,1,Safe Mechanical Lifting
RPT-2024-0188,2024-05-19,Jorhat Well Pad,Pipeline Maintenance,Unsafe Act,"During scheduled maintenance on a pump, operator started the motor remotely while another worker had hands inside the rotating assembly. No lockout was applied. Worker's fingers were caught in the impeller. Shift handover had just occurred.",1,Energy Isolation
RPT-2025-0496,2025-03-14,Barauni Pipeline,Civil Engineering,Unsafe Act,Fire exit sign lamp found to be non-functional in Block C. Maintenance work order raised.,0,None
RPT-2023-0275,2023-02-24,Digboi Pumping Station,Mechanical Maintenance,Unsafe Act,Waste segregation not followed — non-hazardous waste disposed in hazardous bin.,0,None
RPT-2023-0447,2023-06-02,Barauni Pipeline,Wellhead Services,Unsafe Condition,Worker spotted without safety glasses while using angle grinder — no active contact with sparks.,0,None
RPT-2023-0410,2023-11-02,Sibsagar Wellhead,Electrical Maintenance,Unsafe Condition,Generator fuel cap found missing — temporary cap applied and procurement raised.,0,None
RPT-2023-0053,2023-04-29,Jorhat Well Pad,Refinery Operations,Unsafe Condition,Welder commenced cutting operations on a pipeline section adjacent to an active flare stack. No hot work permit was issued for the zone. Gas detector readings were not taken before work began. A flash fire occurred when escaping gas ignited from the welding sparks. Shift handover had just occurred.,1,Hot Work
RPT-2023-0296,2023-10-07,Jorhat Well Pad,Mechanical Maintenance,Unsafe Condition,Temporary cable crossing ground-level in pedestrian area without ramp. Cable ramp fitted.,0,None
RPT-2025-0033,2025-03-14,Sibsagar Wellhead,Electrical Maintenance,Unsafe Act,Driver reversed a loaded tanker truck without a banksman in a congested yard. Reversing camera was defective. The truck reversed into a worker standing behind the vehicle. The area was poorly lit.,1,Driving
RPT-2023-0408,2023-05-17,Guwahati Terminal,Pipeline Maintenance,Unsafe Act,Portable extinguisher inspection tag overdue by 3 days. Inspected and tagged.,0,None
RPT-2023-0415,2023-09-08,Duliajan Field,Electrical Maintenance,Unsafe Condition,Portable extinguisher inspection tag overdue by 3 days. Inspected and tagged.,0,None
RPT-2023-0481,2023-10-26,Sibsagar Wellhead,Wellhead Services,Unsafe Act,Minor paint defect on handrail — does not affect structural integrity. Cosmetic repair scheduled.,0,None
RPT-2025-0386,2025-03-20,Dibrugarh Drilling,Wellhead Services,Unsafe Act,Temporary cable crossing ground-level in pedestrian area without ramp. Cable ramp fitted.,0,None
RPT-2024-0143,2024-11-09,Digboi Pumping Station,Drilling Operations,Near Miss,Worker was driving after a 14-hour shift showing clear signs of fatigue. Vehicle departed the road and struck a tree. Journey management plan had not been followed. Shift handover had just occurred.,1,Driving
RPT-2023-0106,2023-04-19,Digboi Pumping Station,Mechanical Maintenance,Near Miss,Workers broke into a pressurised line without waiting for permit approval. The supervisor had verbally approved the work but no written permit was raised. An injury resulted from a sudden release of pressure. Supervision was absent at the time.,1,Work Authorisation
RPT-2025-0110,2025-02-07,Sibsagar Wellhead,Electrical Maintenance,Unsafe Condition,Field vehicle was travelling at 85 km/h on a 40 km/h rated access track in heavy rainfall. Driver was not wearing a seatbelt. The vehicle skidded and rolled over injuring all three occupants. The area was poorly lit.,1,Driving
RPT-2024-0361,2024-05-28,Sibsagar Wellhead,Drilling Operations,Unsafe Condition,Static discharge grounding strap missing from tanker loading bay. Replacement sourced.,0,None
RPT-2023-0003,2023-08-27,Duliajan Field,Wellhead Services,Near Miss,Two workers descended into a wet sump to clear a blockage. No confined space permit was obtained. Oxygen levels inside measured at 14% — dangerously below the 19.5% minimum. One worker began feeling dizzy and had to be pulled out. The area was poorly lit.,1,Confined Space
RPT-2023-0200,2023-09-29,Duliajan Field,Refinery Operations,Near Miss,Electrical technician was working on a 415V motor control panel without lockout tagout. Panel door was left open with live busbars exposed. A nearby worker accidentally touched an energised conductor and received a severe electric shock. No isolation certificate was in place. The area was poorly lit.,1,Energy Isolation
RPT-2025-0220,2025-02-24,Duliajan Field,HSSE Department,Unsafe Act,Minor paint defect on handrail — does not affect structural integrity. Cosmetic repair scheduled.,0,None
RPT-2023-0304,2023-03-18,Digboi Pumping Station,Mechanical Maintenance,Unsafe Condition,Safety notice board in accommodation camp found to have outdated evacuation map. Updated.,0,None
RPT-2025-0231,2025-02-24,Numaligarh Refinery,HSSE Department,Unsafe Act,Worker observed eating inside the control room — against site hygiene rules. Counselled.,0,None
RPT-2023-0102,2023-01-27,Dibrugarh Drilling,Electrical Maintenance,Unsafe Condition,Maintenance team entered a heat exchanger shell for tube plugging without completing the atmospheric test. Entry was made with an invalid permit. Gas monitor alarm was found to be defective. Worker was new to the site.,1,Confined Space
RPT-2024-0453,2024-08-02,Jorhat Well Pad,Drilling Operations,Unsafe Act,Vehicle check-list not signed by driver before departure. Driver reminded of pre-trip inspection requirement.,0,None
RPT-2024-0315,2024-07-09,Dibrugarh Drilling,HSSE Department,Near Miss,First aid box in workshop found to have expired bandages. Restocked.,0,None
RPT-2025-0378,2025-02-26,Jorhat Well Pad,Wellhead Services,Unsafe Condition,Oil spill of approximately 2 litres observed near pump P-101. Absorbent material deployed and cleaned.,0,None
RPT-2024-0015,2024-08-03,Guwahati Terminal,Wellhead Services,Near Miss,Worker entered a crude oil storage tank for inspection without conducting atmospheric testing. H2S concentration inside was later measured at 45 ppm — well above the IDLH of 10 ppm. No standby man was present and rescue equipment was not available at the entry point. The area was poorly lit.,1,Confined Space
RPT-2023-0203,2023-02-14,Dibrugarh Drilling,Civil Engineering,Unsafe Condition,Worker observed not wearing hi-vis vest in a designated PPE zone. Verbal warning issued.,0,None
RPT-2025-0222,2025-06-09,Numaligarh Refinery,Electrical Maintenance,Unsafe Act,Worker observed not wearing hi-vis vest in a designated PPE zone. Verbal warning issued.,0,None
RPT-2023-0337,2023-10-01,Sibsagar Wellhead,Wellhead Services,Unsafe Act,Housekeeping issue in the tool store — tools not returned to designated racks after shift.,0,None
RPT-2025-0328,2025-01-07,Guwahati Terminal,Drilling Operations,Near Miss,Worker observed not wearing hi-vis vest in a designated PPE zone. Verbal warning issued.,0,None
RPT-2023-0096,2023-12-01,Guwahati Terminal,Electrical Maintenance,Unsafe Condition,"Worker was standing in the line of fire while a hydraulic hose was being pressurised. The hose connection failed at 120 bar, ejecting the fitting at high velocity past the worker's face. No exclusion zone had been established. Supervision was absent at the time.",1,Line of Fire
RPT-2023-0095,2023-07-06,Duliajan Field,HSSE Department,Unsafe Condition,Welder commenced cutting operations on a pipeline section adjacent to an active flare stack. No hot work permit was issued for the zone. Gas detector readings were not taken before work began. A flash fire occurred when escaping gas ignited from the welding sparks. Supervision was absent at the time.,1,Hot Work
RPT-2024-0323,2024-03-19,Duliajan Field,Pipeline Maintenance,Unsafe Condition,Entrance light to pump room not working — torches being used. Light repaired within 4 hours.,0,None
RPT-2023-0208,2023-10-29,Sibsagar Wellhead,Electrical Maintenance,Unsafe Act,Worker observed eating inside the control room — against site hygiene rules. Counselled.,0,None
RPT-2024-0409,2024-02-07,Numaligarh Refinery,Wellhead Services,Near Miss,Worker observed not wearing hi-vis vest in a designated PPE zone. Verbal warning issued.,0,None
